CSDUID
1001181
1001186
1001192
1001219
1001225
1001228
1001254
1001263
1001101
1001105
1001120
1001140
1001144
1001207
1001214
1001174
1001391
1001316
1001328
1001274
1002006
1002009
1002013
1002017
1001405
1002014
1002015
1001565
1002001
1002016
1003038
1003042
1004017
1003801
1008047
1002022
1002026
1002027
1002029
1002030
1002033
1002034
1005006
1005007
1005016
1005019
1005028
1002037
1002039
1002040
1002044
1002055
1003001
1003002
1003005
1003006
1003009
1003010
1003012
1003014
1003020
1003021
1003024
1005001
1007025
1007026
1007027
1007038
1007040
1007039
1007041
1006008
1006028
1006029
1007015
1008045
1007018
1008052
1009008
1009009
1007043
1007045
1007046
1007048
1008055
1008056
1008062
1008063
1008064
1008066
1007051
1007056
1007067
1008001
1008024
1008026
1008029
1008032
1008075
1009020
1008074
1009024
1008070
1008073
1008077
1008078
1008092
1009026
1008093
1008096
1008098
1009001
1010801
1010802
1011005
1011015
1011040
1205006
1009028
1009030
1009035
1009037
1009034
1101011
1009041
1009042
1009047
1010001
1009039
1009048
1010003
1010004
1010006
1010007
1010010
1010042
1102030
1101041
1101044
1102032
1102034
1101050
1102057
1102059
1102065
1102050
1102051
1103057
1103062
1103015
1103018
1202040
1203009
1204009
1204015
1205002
1103033
1103035
1210003
1303013
1212019
1212023
1214010
1206011
1206014
1206016
1207002
1207027
1209037
1208014
1209019
1209029
1209038
1209800
1217020
1218003
1301002
1302001
1215008
1216014
1217008
1302014
1304016
1305001
1308003
1306006
1306007
1308012
1308015
1307014
1309034
1309035
1308020
2404030
1310007
1310008
1310013
2404025
1309023
1309044
1309047
1310019
1310034
2411020
2411025
2435906
2435908
2418070
2403015
1313020
2403904
2408010
1313028
1313033
1313036
1314003
2404904
2407908
2404902
2409902
2409904
2410010
2402902
2406804
2403902
2407025
2404015
2404020
2407910
2407912
2407914
2408902
2407902
2407904
2407906
2408040
2409040
2409060
2406060
2406802
2406902
2406904
2407005
1312007
2409010
2413075
1311005
1315010
2411902
2405902
2406035
2435902
2412025
2413010
2412045
2413050
1314010
2410902
1314026
2435904
2434904
2416902
2406040
2415065
2415902
2415904
2421902
2421904
2418010
2422902
2423015
2429020
2421015
2422015
2430015
2423802
2431025
2429095
2434906
2430040
2434902
2414902
2414904
2453085
2450802
4620066
4702077
4702079
2440005
2452075
2439005
2445080
2438802
2469802
2442070
2444005
2441075
2478050
2450095
2477011
2478127
2478802
2479902
2487902
2487904
2488005
2479916
2488010
2488015
2499806
2487105
2499808
2499810
2499812
2499814
2479910
2479920
2479922
2479924
2479926
2462908
2479912
2479914
2462802
2462902
2462910
2462912
2462914
2462916
2462918
2462919
2462920
2462922
2499802
2499804
2462904
2499105
3519076
2466092
2462906
2479904
2479906
2471095
2472802
2487120
2467802
2477055
2488802
2488902
2488904
2489050
2489802
2494926
2494928
2494930
2496802
2496902
2490804
2498025
2491802
2491902
2492902
2492904
2498802
2497802
2497804
2497806
2497808
2497810
2497902
2498030
2498035
2498804
2498806
2498808
2498904
2498912
2499010
4711828
3552051
3552052
3552053
3552054
3552058
3553040
3518022
3551034
3551040
3551041
3551042
3551043
3551044
4712008
4712011
4712012
4712014
4712016
4712019
4712022
4712029
4715098
3512004
2499818
2499877
2499878
2499879
2499883
2499887
2499888
2499889
2499890
2499891
2499892
2499893
2499894
2499895
2499902
2499904
3501007
4718807
4718808
4718809
4718811
4718812
4718813
4714036
4714039
2497040
2495802
2495902
2497904
2497906
2497908
2497912
2485806
2485905
2485907
2497914
3514027
3515019
3558060
3558061
3558062
3558063
3558064
3558065
2499816
3558003
2484020
2483902
2493902
2484050
2484902
3551094
2493904
2493906
2493908
3515008
2485070
2485075
2485802
2485803
2485804
3538056
3538004
3538025
3551100
2483906
2483908
2490027
2490802
2483904
2483912
2488080
2492060
2499065
2484095
2484100
2499030
2499035
2499040
2499045
2499050
2499055
2499070
2498020
2498050
3547037
2489804
2489902
2489908
2489910
2489912
3547098
4619052
4619053
4619054
4620069
3548072
3548073
3548091
3548019
3551045
3543070
3557094
3537001
4618055
4702061
4702066
4702069
4702071
4621027
3554066
4621029
4621033
4621034
4621035
4621040
3554056
3554057
3554091
3529020
3529021
3554032
3554034
3554038
3556096
4702076
3560077
3560078
3560079
3549072
3549073
3549075
3557026
4702800
4703001
3549076
3549095
3557075
3557077
3560084
3560085
3560086
3558067
3558068
3558069
3558076
3558077
2483802
2483804
3528035
3528037
3541056
3556098
3556100
3556102
3557006
3560080
3560081
3556033
3556073
3556091
3556093
3556094
3556095
3560082
3560083
4608069
3557071
3557072
3557074
3560088
3560089
3560091
3557073
3557078
3560093
4618091
4618093
4619050
4619051
3539017
3539018
3539021
3541060
3541057
4618067
3543050
3543069
4609025
4618063
3549077
3549078
3536029
3544071
3544073
4701079
4712833
4712837
4713002
4713004
4713009
4713011
4713014
4713016
4713019
4713021
4713022
4713024
5915805
5915806
5915807
5915808
5915809
5915810
5915811
5915813
5915816
5915825
5915830
4702028
4702036
4702038
4616025
4701058
4702052
4702054
4716019
4622017
3558095
3558097
6001057
6101010
5933805
3560068
3560069
3560070
3560071
4702048
4703012
4703016
4623071
4701017
4701018
4701019
3559062
3559063
3559064
3559065
3559066
5933806
5933807
5941827
5941828
5941829
5941831
5941833
5941834
5941835
5941837
5941838
5941839
5941840
4713076
4713078
4713091
4716855
4716856
4716857
4716858
4622801
4622802
4621058
4623800
4701098
4701808
3560057
3560058
5923801
5923802
5923803
5923804
5923805
5923806
5923807
5923808
5923809
5923810
4623025
4623027
4623037
4623039
4701002
4701004
3559051
3559052
3559053
4701061
4701064
4716053
4716057
4716059
4716060
5926802
5927802
5927806
3560046
3560075
3560076
4701067
4701069
3560051
3560052
3560053
3560054
4716024
4716026
4716027
3558100
4601070
4606040
4716063
4703006
3560095
3560096
4716043
4716044
4703019
3559068
3559069
3560004
4716077
4706045
4706046
3560097
3560098
3560100
3560102
3559048
4703041
3559060
3559061
3560059
3560060
3559026
3559030
4601079
4601082
4602026
4602027
3560050
3560055
3560056
4706033
4604068
4706022
4706041
4709049
4609026
4609027
3560104
4619056
4619058
4619059
4619060
4619070
4619071
4619072
4619075
4615042
4615067
4606029
4706049
4706052
4706054
4709076
4619061
4619062
4619065
4617029
3559047
4613062
4709042
4709044
4709053
4709065
4709069
4709071
4615071
4615072
4616017
4617092
4709056
4709058
4709061
4619077
4619079
4619082
4621043
4622049
4622050
4622051
4622052
4702002
4702016
4702018
4702026
4619068
4619069
4622048
4615049
4709819
4709820
4709821
4709822
4713054
4713059
4713062
4713064
4713067
4623058
4623060
4623064
4623065
4623067
4701012
4616046
4701072
4701077
4701809
4701810
4701812
4701813
4701814
4701815
4701816
4701817
4701818
5915802
5915803
5915804
4622067
4622800
4710028
4710029
4710034
4710035
4710043
4710052
4710054
4710072
4710822
4710823
4710825
4710826
4701819
4702006
4702008
4702011
4702012
4702014
4713032
4713038
4713039
4815027
4710009
4710011
4710838
4710840
4710842
4710843
4711004
4711007
4711009
3560061
4713029
4713031
4710824
4710828
4710832
4710834
4710836
4710844
4710845
4710846
4710847
4710848
4710849
4710850
4710851
4710852
4710854
4711002
4711006
4711071
4711076
4713046
4713053
4622055
4622056
4622058
